,State,Gender,Specialty
931,MD,M,Dentist
932,CA,M,Family Practice
933,NY,M,Psychiatry
934,OH,M,Gastroenterology
935,MI,M,Internal Medicine
936,NJ,F,Neuropsychiatry
937,WY,M,Student in an Organized Health Care Education/Training Program
938,PA,F,Obstetrics/Gynecology
939,FL,M,Nurse Practitioner
940,NJ,M,Optometry
941,AE,F,Internal Medicine
942,TX,M,Family Practice
943,NC,M,Psychiatry
944,MD,M,Physician Assistant
945,CA,M,Internal Medicine
946,OR,M,General Practice
947,OH,M,Pulmonary Disease
948,CA,M,Psychiatry
949,MN,F,Optometry
950,NY,M,Gastroenterology
951,DC,M,Pulmonary Disease
952,MS,M,General Surgery
953,CT,F,Physician Assistant
954,MN,M,Family Practice
955,TN,M,Urology
956,MA,M,Pediatric Medicine
957,CA,M,Physician Assistant
958,PA,M,Cardiac Electrophysiology
959,NY,F,Physician Assistant
960,NY,M,Otolaryngology
961,TX,M,General Practice
962,WA,F,Internal Medicine
963,OH,M,Family Practice
964,NY,F,Optometry
965,MD,F,Dermatology
966,VA,M,Internal Medicine
967,OH,F,Nurse Practitioner
968,MN,M,Nephrology
969,ND,F,Internal Medicine
970,PR,F,General Practice
971,CA,F,Physician Assistant
972,CO,F,Nurse Practitioner
973,PA,M,Dentist
974,WV,F,Psychiatry
975,TN,F,Nurse Practitioner
976,NY,F,Student in an Organized Health Care Education/Training Program
977,CT,F,Physical Medicine and Rehabilitation
978,PA,F,Emergency Medicine
979,PA,M,Psychiatry & Neurology
980,VA,F,Dermatology
981,TX,M,Orthopedic Surgery
982,ID,F,Nurse Practitioner
983,TX,M,Otolaryngology
984,KS,M,Diagnostic Radiology
985,WY,M,Radiation Oncology
986,CA,M,Family Practice
987,CA,M,Nurse Practitioner
988,MD,M,Internal Medicine
989,KY,F,Physician Assistant
990,CA,F,Registered Nurse
991,PA,M,Pain Management
992,NM,F,Family Practice
993,IL,M,Gastroenterology
994,CA,M,Diagnostic Radiology
995,VA,F,Internal Medicine
996,NJ,M,Internal Medicine
997,HI,M,Emergency Medicine
998,TN,F,Nurse Practitioner
999,CT,F,Obstetrics/Gynecology
1000,TX,M,Family Practice
1001,PA,M,Psychiatry & Neurology
1002,ME,M,Family Practice
1003,FL,M,Emergency Medicine
1004,IL,F,Nurse Practitioner
1005,NC,F,Infectious Disease
1006,NY,F,Internal Medicine
1007,ND,F,Nurse Practitioner
1008,CA,F,Internal Medicine
1009,TX,M,Dentist
1010,FL,F,Nurse Practitioner
1011,MI,M,Podiatry
1012,PA,M,Dentist
1013,WI,M,Family Practice
1014,AR,M,Psychiatry
1015,IN,F,Family Practice
1016,TN,M,Obstetrics/Gynecology
1017,FL,M,Internal Medicine
1018,NC,F,Family Practice
1019,FL,M,General Practice
1020,TX,M,Internal Medicine
1021,MA,F,Physician Assistant
1022,MI,F,Internal Medicine
1023,UT,M,Internal Medicine
1024,CO,F,Nurse Practitioner
1025,MI,M,Dentist
1026,MA,F,Gastroenterology
1027,IL,M,Dentist
1028,IL,M,Emergency Medicine
1029,AZ,M,Allergy/Immunology
1030,WA,M,Dentist
1031,AL,M,Emergency Medicine
1032,NC,M,Dentist
1033,TN,M,Dentist
1034,IN,F,Cardiology
1035,VA,F,Nurse Practitioner
1036,OH,F,Dentist
1037,NC,F,Internal Medicine
1038,CT,F,Nurse Practitioner
1039,MI,F,Pulmonary Disease
1040,TN,F,Rheumatology
1041,MI,F,Family Practice
1042,TX,M,Neurology
1043,OH,M,Orthopedic Surgery
1044,MI,M,Ophthalmology
1045,CO,F,Family Practice
1046,NY,F,Internal Medicine
1047,KY,F,Nurse Practitioner
1048,TX,F,Plastic and Reconstructive Surgery
1049,MN,F,Ophthalmology
1050,WA,M,Emergency Medicine
1051,MO,M,Orthopedic Surgery
1052,NC,F,Nurse Practitioner
1053,ME,F,Nurse Practitioner
1054,AR,F,Nurse Practitioner
1055,WA,M,Internal Medicine
1056,PA,M,Dentist
1057,WA,F,Internal Medicine
1058,CT,M,Obstetrics/Gynecology
1059,PA,M,Internal Medicine
1060,MN,F,Physician Assistant
1061,FL,M,Dentist
1062,NJ,F,Dentist
1063,GA,M,Optometry
1064,IL,M,Emergency Medicine
1065,IN,M,Neurology
1066,FL,M,Hand Surgery
1067,IN,F,Nurse Practitioner
1068,MN,M,Internal Medicine
1069,OH,M,Student in an Organized Health Care Education/Training Program
1070,NY,M,Psychiatry
1071,PA,F,Nurse Practitioner
1072,VA,F,Otolaryngology
1073,CA,F,Internal Medicine
1074,MS,M,Emergency Medicine
1075,CO,F,Optometry
1076,CT,F,Optometry
1077,IL,M,Allergy/Immunology
1078,TX,M,Internal Medicine
1079,TN,F,Physician Assistant
1080,NJ,F,Family Practice
1081,CT,M,Psychiatry & Neurology
1082,CT,F,Nephrology
1083,WI,M,Psychiatry
1084,OH,M,Internal Medicine
1085,IN,M,Family Practice
1086,OH,F,Family Practice
1087,MO,F,Internal Medicine
1088,NJ,M,Family Practice
1089,WA,F,Internal Medicine
1090,AR,M,Pain Management
1091,OH,M,Internal Medicine
1092,LA,F,Family Practice
1093,CT,F,Psychiatry & Neurology
1094,NE,M,Orthopedic Surgery
1095,KY,M,Oral Surgery (dentists only)
1096,TX,M,Physician Assistant
1097,FL,F,Nurse Practitioner
1098,LA,F,Nurse Practitioner
1099,MA,M,Internal Medicine
1100,WV,M,Gastroenterology
1101,VA,M,General Surgery
1102,WV,M,General Practice
1103,NY,M,Cardiology
1104,MA,M,Family Practice
1105,TX,F,Nurse Practitioner
1106,CA,M,Emergency Medicine
1107,CA,M,Ophthalmology
1108,CO,M,Medical Oncology
1109,NM,F,Family Practice
1110,MA,M,Dermatology
1111,MI,F,Dentist
1112,MD,M,Physician Assistant
1113,FL,F,Nurse Practitioner
1114,NM,M,Urology
1115,MA,M,Dentist
1116,PA,F,Physician Assistant
1117,CA,F,Neuropsychiatry
1118,MD,M,Internal Medicine
1119,AZ,M,Neurology
1120,IL,F,Internal Medicine
1121,TN,M,Dermatology
1122,NC,M,Emergency Medicine
1123,WI,M,Student in an Organized Health Care Education/Training Program
1124,FL,F,Family Practice
1125,OH,M,Family Practice
1126,NY,M,Family Practice
1127,CA,F,Family Practice
1128,MO,M,Psychiatry
1129,FL,F,Dentist
1130,NJ,M,Plastic and Reconstructive Surgery
1131,FL,M,Orthopedic Surgery
1132,NY,M,Student in an Organized Health Care Education/Training Program
1133,PA,M,Emergency Medicine
1134,MD,F,Nurse Practitioner
1135,VA,M,Gastroenterology
1136,CA,M,Internal Medicine
1137,MI,F,Nurse Practitioner
1138,TX,M,Dentist
1139,ME,F,Nurse Practitioner
1140,PA,M,Emergency Medicine
1141,OK,F,Physician Assistant
1142,NJ,M,Dentist
1143,MO,M,Internal Medicine
1144,OH,F,Family Practice
1145,MI,M,Gastroenterology
1146,CA,M,Emergency Medicine
1147,TN,M,Internal Medicine
1148,NY,M,Physician Assistant
1149,PA,M,Anesthesiology
1150,KY,F,Family Practice
1151,NJ,M,Internal Medicine
1152,OR,M,Dentist
1153,PA,M,Psychiatry
1154,TN,F,Family Practice
1155,MA,F,Nurse Practitioner
1156,KS,M,Nurse Practitioner
1157,IN,M,Psychiatry
1158,IN,M,Family Practice
1159,NY,M,Dentist
1160,WI,M,Dentist
1161,WI,M,Emergency Medicine
1162,CA,M,Internal Medicine
1163,AZ,F,Physician Assistant
1164,VT,M,Ophthalmology
1165,NJ,M,Family Practice
1166,IL,M,Diagnostic Radiology
1167,NY,M,Physical Medicine and Rehabilitation
1168,WA,M,Internal Medicine
1169,VA,F,Family Practice
1170,CA,M,Nurse Practitioner
1171,NY,F,Physician Assistant
1172,VT,M,Medical Oncology
1173,IL,F,Infectious Disease
1174,WI,M,Orthopedic Surgery
1175,SD,M,Emergency Medicine
1176,NH,M,Student in an Organized Health Care Education/Training Program
1177,CA,M,Orthopedic Surgery
1178,ND,F,Family Practice
1179,TX,M,Internal Medicine
1180,MO,M,Family Practice
1181,NY,M,Cardiology
1182,GA,M,Dentist
1183,MA,M,Psychiatry
1184,NJ,F,Obstetrics/Gynecology
1185,IN,F,Nurse Practitioner
1186,PA,F,Internal Medicine
1187,PA,M,Sports Medicine
1188,OH,M,Student in an Organized Health Care Education/Training Program
1189,IL,F,Nurse Practitioner
1190,NE,F,Nurse Practitioner
1191,MN,F,Nurse Practitioner
1192,TN,F,Nurse Practitioner
1193,MS,M,Internal Medicine
1194,CA,M,Critical Care (Intensivists)
1195,OH,F,Ophthalmology
1196,NJ,M,Emergency Medicine
1197,NJ,M,Urology
1198,KY,F,Nurse Practitioner
1199,GA,M,Family Practice
1200,CO,M,Internal Medicine
1201,TX,F,Physician Assistant
1202,NY,M,Dentist
1203,MA,M,Psychiatry
1204,NJ,F,Internal Medicine
1205,WI,F,Nurse Practitioner
1206,MI,M,Internal Medicine
1207,OH,M,Gastroenterology
1208,CA,M,Internal Medicine
1209,IL,M,Psychiatry
1210,TX,M,Pain Management
1211,CA,F,Psychiatry
1212,MO,M,Obstetrics/Gynecology
1213,ME,F,Nurse Practitioner
1214,OK,F,Physician Assistant
1215,KY,M,Dentist
1216,WI,M,Hematology/Oncology
1217,AZ,M,Family Practice
1218,TX,M,Dentist
1219,AZ,F,Physician Assistant
1220,AL,M,Family Practice
1221,MN,M,Physician Assistant
1222,TX,F,Family Practice
1223,MA,F,Internal Medicine
1224,TN,F,Dentist
1225,CT,M,Psychiatry & Neurology
1226,ND,M,Family Practice
1227,AZ,F,Nurse Practitioner
1228,NC,M,Student in an Organized Health Care Education/Training Program
1229,MI,F,Physician Assistant
1230,LA,M,Dentist
1231,MI,F,Family Practice
1232,NY,M,Neurosurgery
1233,MS,M,Family Practice
1234,NH,M,Family Practice
1235,MA,F,Dentist
1236,KS,F,Physician Assistant
1237,FL,F,Dentist
1238,CO,M,Optometry
1239,NJ,F,Physician Assistant
1240,NY,M,Physical Medicine and Rehabilitation
1241,NY,M,Dentist
1242,OH,F,Student in an Organized Health Care Education/Training Program
1243,CA,M,Psychiatry & Neurology
1244,FL,F,Dermatology
1245,GA,F,Nurse Practitioner
1246,TX,M,Dentist
1247,IL,M,Family Practice
1248,CA,M,Internal Medicine
1249,TX,M,Dentist
1250,IL,F,Nurse Practitioner
1251,OH,M,Neurosurgery
1252,SC,F,Physician Assistant
1253,LA,F,Physician Assistant
1254,CA,M,Obstetrics/Gynecology
1255,MD,F,Physician Assistant
1256,DE,M,Cardiology
1257,WI,M,Urology
1258,FL,F,General Surgery
1259,CA,M,Endocrinology
1260,FL,M,Orthopedic Surgery
1261,OH,M,Family Practice
1262,MS,M,Family Practice
1263,WA,F,Family Practice
1264,TX,M,Physician Assistant
1265,SC,M,Internal Medicine
1266,NJ,M,Dermatology
1267,MN,M,Emergency Medicine
1268,VA,F,Physician Assistant
1269,MO,M,Dentist
1270,OH,M,Podiatry
1271,MI,F,Physician Assistant
1272,TX,M,Dentist
1273,WI,F,Optometry
1274,MD,M,Gastroenterology
1275,NJ,M,Dentist
1276,CA,M,Physician Assistant
1277,FL,M,Cardiology
1278,CA,F,Obstetrics/Gynecology
1279,FL,M,Ophthalmology
1280,IL,M,Internal Medicine
1281,NY,F,Anesthesiology
1282,FL,M,Dentist
1283,FL,M,Dentist
1284,FL,M,Family Practice
1285,FL,F,Dentist
1286,NJ,F,Family Practice
1287,MO,M,Psychiatry
1288,VA,F,Endocrinology
1289,CA,F,Neurology
1290,CT,F,Nurse Practitioner
1291,LA,M,Physician Assistant
1292,FL,M,Pain Management
1293,WI,F,Optometry
1294,PA,F,Nurse Practitioner
1295,NY,F,Psychiatry & Neurology
1296,PA,M,Family Medicine
1297,IA,F,Family Practice
1298,CA,M,Family Practice
1299,MO,M,Ophthalmology
1300,NY,M,Family Practice
1301,MO,F,Nurse Practitioner
1302,NJ,F,Internal Medicine
1303,CA,M,Nephrology
1304,MO,F,Internal Medicine
1305,AZ,M,Internal Medicine
1306,VA,F,Psychiatry
1307,NY,F,Nurse Practitioner
1308,CT,M,Allergy/Immunology
1309,FL,M,Optometry
1310,KY,F,Nurse Practitioner
1311,CA,M,Internal Medicine
1312,NC,M,Rheumatology
1313,OH,M,Dentist
1314,IA,M,Gastroenterology
1315,TX,M,Dentist
1316,DC,F,Psychiatry
1317,FL,F,Nurse Practitioner
1318,NC,M,Emergency Medicine
1319,CA,F,Emergency Medicine
1320,WA,M,Orthopedic Surgery
1321,TN,M,Internal Medicine
1322,TX,M,Family Practice
1323,SC,F,Obstetrics/Gynecology
1324,NJ,M,Internal Medicine
1325,OR,M,Dentist
1326,CT,M,Family Practice
1327,NC,M,Student in an Organized Health Care Education/Training Program
1328,NY,F,Nurse Practitioner
1329,NC,M,Dentist
1330,LA,M,Urology
1331,IL,F,Physician Assistant
1332,OH,F,Gastroenterology
1333,NY,F,Unknown Physician Specialty Code
1334,IL,M,Dentist
1335,OK,F,Optometry
1336,IA,M,Optometry
1337,KY,M,Cardiology
1338,NY,M,Family Practice
1339,IL,F,Internal Medicine
1340,NY,F,Nurse Practitioner
1341,OH,F,Student in an Organized Health Care Education/Training Program
1342,GA,M,Family Practice
1343,WI,M,Internal Medicine
1344,WI,M,Dentist
1345,OR,M,Pediatric Medicine
1346,NJ,M,Internal Medicine
1347,VA,M,Physician Assistant
1348,MI,M,Internal Medicine
1349,IN,M,Internal Medicine
1350,MA,F,Nurse Practitioner
1351,FL,F,Nurse Practitioner
1352,NY,M,Internal Medicine
1353,NY,F,Nurse Practitioner
1354,PA,M,Obstetrics/Gynecology
1355,FL,M,Optometry
1356,MD,M,Obstetrics/Gynecology
1357,LA,M,Family Practice
1358,NE,M,Orthopedic Surgery
1359,TX,M,Internal Medicine
1360,TN,M,Endocrinology
1361,MT,M,Internal Medicine
1362,TN,M,Osteopathic Manipulative Medicine
1363,AZ,F,Physician Assistant
1364,WV,M,Family Practice
1365,PA,M,Neuropsychiatry
1366,CT,M,Psychiatry & Neurology
1367,IL,F,Physician Assistant
1368,KY,M,Ophthalmology
1369,KS,F,Physician Assistant
1370,PA,M,Pulmonary Disease
1371,IN,F,Family Practice
1372,FL,F,Physical Medicine and Rehabilitation
1373,MO,M,Cardiology
1374,TX,M,General Surgery
1375,NC,M,Family Practice
1376,TX,M,Internal Medicine
1377,GA,M,Physician Assistant
1378,AL,M,Dentist
1379,AK,M,Physician Assistant
1380,NC,F,Ophthalmology
1381,CA,F,Nurse Practitioner
1382,TX,M,Ophthalmology
1383,MI,M,Orthopedic Surgery
1384,NC,M,Emergency Medicine
1385,NM,F,Dentist
1386,WY,M,Internal Medicine
1387,KS,M,General Practice
1388,OH,M,Urology
1389,NC,M,Plastic and Reconstructive Surgery
1390,CA,M,Pulmonary Disease
1391,FL,M,Podiatry
1392,TN,M,General Surgery
1393,HI,M,Family Practice
1394,CO,M,Pulmonary Disease
1395,CA,M,Psychiatry
1396,ID,M,Pulmonary Disease
1397,CA,M,Emergency Medicine
1398,ID,M,Internal Medicine
1399,CA,F,Nurse Practitioner
1400,NJ,M,Cardiology
1401,CA,M,Internal Medicine
1402,MN,F,Physician Assistant
1403,MA,M,Endocrinology
1404,CA,F,Family Practice
1405,NJ,M,Hand Surgery
1406,MI,M,Dentist
1407,FL,F,Nurse Practitioner
1408,MD,F,Emergency Medicine
1409,IL,M,Family Practice
1410,OH,M,Internal Medicine
1411,WI,F,Physician Assistant
1412,AR,M,Physician Assistant
1413,PA,F,Family Practice
1414,WA,F,Nurse Practitioner
1415,MN,M,Internal Medicine
1416,MI,M,Internal Medicine
1417,NY,M,Radiation Oncology
1418,NY,M,Internal Medicine
1419,MN,F,Optometry
1420,FL,M,Anesthesiology
1421,NJ,M,Podiatry
1422,FL,F,Nurse Practitioner
1423,MD,F,Dentist
1424,WI,F,Nurse Practitioner
1425,TX,M,Psychiatry
1426,PA,M,Plastic and Reconstructive Surgery
1427,PA,F,Dentist
1428,CA,M,Anesthesiology
1429,NY,M,Neurology
1430,IA,M,Dentist
1431,NM,M,Internal Medicine
1432,MN,M,Maxillofacial Surgery
1433,CT,F,Internal Medicine
1434,TX,F,Psychiatry & Neurology
1435,NY,M,Internal Medicine
1436,TN,M,Family Practice
1437,IN,M,Pulmonary Disease
1438,FL,M,Cardiology
1439,CA,M,Cardiology
1440,FL,M,Family Practice
1441,MN,M,Cardiology
1442,GA,F,Emergency Medicine
1443,MN,F,Nurse Practitioner
1444,VA,M,Gastroenterology
1445,NY,M,Psychiatry
1446,TX,M,General Surgery
1447,LA,M,Cardiac Electrophysiology
1448,IL,M,Neurosurgery
1449,CA,F,Internal Medicine
1450,KS,M,Allergy/Immunology
1451,FL,F,Nephrology
1452,GA,F,Dentist
1453,IL,M,Hand Surgery
1454,OH,F,Nurse Practitioner
1455,ND,M,Cardiology
1456,PA,M,Dermatology
1457,NE,M,Dentist
1458,WI,M,Family Practice
1459,TN,M,Family Practice
1460,CA,M,Family Practice
1461,TN,M,Psychiatry
1462,TX,M,Cardiology
1463,AL,M,Internal Medicine
1464,LA,F,Nurse Practitioner
1465,FL,M,Physician Assistant
1466,MA,F,Family Practice
1467,TX,M,Dentist
1468,NY,M,Family Practice
1469,AL,M,Internal Medicine
1470,OH,M,Family Practice
1471,IL,M,Dentist
1472,MN,M,Orthopedic Surgery
1473,IL,M,Plastic and Reconstructive Surgery
1474,TX,M,Psychiatry
1475,OR,M,Neurology
1476,FL,M,Internal Medicine
1477,FL,F,Vascular Surgery
1478,ID,M,Plastic and Reconstructive Surgery
1479,IL,M,Hematology/Oncology
1480,MD,F,Nurse Practitioner
1481,FL,M,Urology
1482,TX,M,Pulmonary Disease
1483,PA,M,Ophthalmology
1484,NJ,M,Dentist
1485,NY,M,Dentist
1486,PR,M,General Practice
1487,OR,M,Dentist
1488,KS,M,Psychiatry
1489,WI,F,Family Practice
1490,TX,F,Oral Surgery (dentists only)
1491,CT,M,Psychiatry
1492,LA,F,Otolaryngology
1493,IL,M,Dentist
1494,CA,M,Interventional Radiology
1495,NY,F,Dentist
1496,MA,M,Obstetrics/Gynecology
1497,SC,M,Cardiac Electrophysiology
1498,CA,M,Oral Surgery (dentists only)
1499,NY,F,Nurse Practitioner
1500,VA,M,Pediatric Medicine
1501,NJ,M,General Practice
1502,IL,M,Optometry
1503,TN,M,Internal Medicine
1504,NY,M,Psychiatry
1505,MN,F,Family Practice
1506,TX,F,Hematology/Oncology
1507,MO,F,Physician Assistant
1508,MN,F,Certified Clinical Nurse Specialist
1509,TX,F,Dermatology
1510,MO,F,Family Practice
1511,MI,M,Family Practice
1512,FL,M,Gastroenterology
1513,PA,M,Internal Medicine
1514,CA,F,Psychiatry & Neurology
1515,GA,M,Dermatology
1516,WI,M,Cardiology
1517,FL,F,Family Practice
1518,IL,M,Family Practice
1519,KY,M,Pulmonary Disease
1520,PA,M,Family Practice
1521,OR,M,Psychiatry & Neurology
1522,MD,M,Orthopaedic Surgery
1523,PA,M,Internal Medicine
1524,MD,M,Dentist
1525,FL,M,Pulmonary Disease
1526,TN,F,Student in an Organized Health Care Education/Training Program
1527,MO,M,Emergency Medicine
1528,NY,M,Pulmonary Disease
1529,FL,M,Family Practice
1530,IL,F,Psychiatry
1531,MI,F,Family Practice
1532,OH,M,Cardiology
1533,WY,M,Orthopedic Surgery
1534,FL,F,Obstetrics/Gynecology
1535,MD,M,Otolaryngology
1536,TN,M,Neurology
1537,ID,M,Optometry
1538,FL,M,Orthopedic Surgery
1539,IL,F,Ophthalmology
1540,OH,M,Rheumatology
1541,CA,M,Internal Medicine
1542,OH,F,Obstetrics/Gynecology
1543,FL,M,Internal Medicine
1544,WA,F,Obstetrics/Gynecology
1545,MD,F,Nurse Practitioner
1546,NY,M,Dentist
1547,WI,M,Emergency Medicine
1548,IA,F,Family Practice
1549,WA,F,Internal Medicine
1550,OH,M,Family Practice
1551,CA,F,Internal Medicine
1552,NC,M,Physician Assistant
1553,WA,M,Gastroenterology
1554,CA,M,Dentist
1555,NV,M,Cardiology
1556,AL,M,Student in an Organized Health Care Education/Training Program
1557,MN,F,Nurse Practitioner
1558,MI,F,Physician Assistant
1559,TX,M,Pulmonary Disease
1560,TX,F,Nephrology
1561,TX,F,Obstetrics/Gynecology
1562,FL,M,Gastroenterology
1563,AZ,M,Dentist
1564,AL,M,Internal Medicine
1565,TX,F,Internal Medicine
1566,MN,F,Nurse Practitioner
1567,TX,M,Family Practice
1568,TX,M,Physician Assistant
1569,CA,M,Internal Medicine
1570,KY,F,Family Practice
1571,KY,M,Internal Medicine
1572,NH,F,Nurse Practitioner
1573,CA,M,Dentist
1574,CA,M,Dentist
1575,NY,F,Internal Medicine
1576,OR,M,Neurology
1577,FL,M,Physician Assistant
1578,OR,M,Psychiatry
1579,GA,M,Nephrology
1580,NY,F,Internal Medicine
1581,NC,M,Neurology
1582,CA,M,Pediatric Medicine
1583,OR,F,Internal Medicine
1584,GA,M,Dentist
1585,IL,M,Otolaryngology
1586,MO,F,Nurse Practitioner
1587,TX,M,Optometry
1588,GA,M,General Practice
1589,CA,M,Dentist
1590,WV,M,Dentist
1591,CA,M,Internal Medicine
1592,OH,F,Student in an Organized Health Care Education/Training Program
1593,LA,M,Internal Medicine
1594,NV,F,Internal Medicine
1595,LA,M,Specialist
1596,NC,F,Family Practice
1597,MI,M,Podiatry
1598,NY,F,Nurse Practitioner
1599,OH,M,Internal Medicine
1600,MA,F,Physician Assistant
1601,NY,M,Internal Medicine
1602,SC,F,Nurse Practitioner
1603,WI,F,Internal Medicine
1604,PA,M,Nephrology
1605,FL,M,Physician Assistant
1606,CA,M,Dentist
1607,IN,M,Internal Medicine
1608,OK,F,Nurse Practitioner
1609,AZ,M,Dentist
1610,IL,F,Nephrology
1611,MD,F,Dermatology
1612,CA,M,Optometry
1613,FL,M,Internal Medicine
1614,IA,M,Dermatology
1615,ZZ,M,Obstetrics/Gynecology
1616,PA,F,Psychiatry
1617,MD,F,Pulmonary Disease
1618,NC,M,Internal Medicine
1619,TX,M,Family Practice
1620,CA,M,Dentist
1621,CA,F,Pediatric Medicine
1622,NY,F,Physician Assistant
1623,MA,M,Cardiology
1624,CT,M,Orthopedic Surgery
1625,TN,M,Family Practice
1626,IL,M,Internal Medicine
1627,FL,F,Podiatry
1628,IN,M,Psychiatry
1629,TX,M,Physician Assistant
1630,WA,F,Internal Medicine
1631,TX,F,Physician Assistant
1632,FL,M,Radiation Oncology
1633,FL,F,Nurse Practitioner
1634,MA,M,Family Practice
1635,NJ,F,Pulmonary Disease
1636,CO,M,Physician Assistant
1637,FL,M,Cardiology
1638,WA,M,Family Practice
1639,NH,M,Dermatology
1640,IN,F,Ophthalmology
1641,CT,M,Internal Medicine
1642,TX,F,Podiatry
1643,IL,M,Ophthalmology
1644,PA,F,Physician Assistant
1645,MA,M,General Surgery
1646,MA,F,Ophthalmology
1647,AL,M,Podiatry
1648,TX,F,Dentist
1649,NY,F,Student in an Organized Health Care Education/Training Program
1650,IL,M,Emergency Medicine
1651,PA,M,Internal Medicine
1652,MD,M,Obstetrics/Gynecology
1653,NJ,M,Dentist
1654,OH,F,Nurse Practitioner
1655,VT,M,Emergency Medicine
1656,VA,M,Psychiatry
1657,IL,M,Hematology/Oncology
1658,CA,F,Physician Assistant
1659,NV,M,Physician Assistant
1660,ID,F,Nurse Practitioner
1661,ND,M,Neurosurgery
1662,SC,M,Family Practice
1663,NC,M,Family Practice
1664,NY,M,Orthopedic Surgery
1665,OR,M,Physician Assistant
1666,CA,F,Obstetrics/Gynecology
1667,OH,F,Student in an Organized Health Care Education/Training Program
1668,TX,M,Ophthalmology
1669,CA,M,General Surgery
1670,IN,F,Nurse Practitioner
1671,CA,F,Hematology/Oncology
1672,AR,F,Student in an Organized Health Care Education/Training Program
1673,VA,F,Nurse Practitioner
1674,KY,M,Dentist
1675,NM,M,Dentist
1676,KS,M,Family Practice
1677,OH,F,Hematology/Oncology
1678,NY,F,Psychiatry
1679,NJ,F,Family Practice
1680,NY,F,Neuropsychiatry
1681,VT,M,Ophthalmology
1682,OK,F,Family Practice
1683,TX,F,Dentist
1684,NY,M,Dentist
1685,RI,M,Ophthalmology
1686,VA,M,General Surgery
1687,MS,M,Family Practice
1688,TX,M,Internal Medicine
1689,NY,F,Dermatology
1690,NJ,M,Nephrology
1691,CO,M,Dentist
1692,NV,M,Dentist
1693,AL,F,Internal Medicine
1694,IL,M,Gastroenterology
1695,PA,M,Psychiatry & Neurology
1696,MD,M,Physician Assistant
1697,CA,F,Internal Medicine
1698,NY,F,Student in an Organized Health Care Education/Training Program
1699,NY,M,Physician Assistant
1700,PA,M,Physician Assistant
